Fi01 LNDN GBIMG EBU TX1;10.75.9.227;HE9100
Fi02 LNDN GBIMG EBU TX2;10.75.9.228;HE9100
Fi03 LNDN GBIMG EBU TX3;10.75.9.229;HE9100
Fi04 LNDN GBIMG EBU TX8;10.75.9.232;D9050
Fi05 LNDN GBIMG EBU TX9;10.75.9.233;D9050
Fi06 LNDN GBIMG EBU TX10;10.75.9.234;D9050
Fi07 LNDN GBIMG EBU TX11;10.75.9.235;HE5100
