Service 1;10.73.237.190;E5710
Service 2;10.73.237.191;E5710
Service 3;10.73.237.192;E5710
France 24;10.73.237.193;E5710
Service 7 NBA 1;10.73.237.196;E5710
Service 8 NBA TV;10.73.237.197;E5710
Service 123HD;10.73.237.199;E5782
Service 456HD;10.73.237.200;E5782
Spare HD;10.73.237.201;E5782
Spare SD;10.73.237.198;E5710
