Service 1;10.73.237.101;E5710
Service 2;10.73.237.102;E5710
Service 3;10.73.237.103;E5710
Service 4;10.73.237.104;E5710
Service 5;10.73.237.105;E5710
Service 6;10.73.237.106;E5710
Service 7;10.73.237.107;E5710
Service 123HD;10.73.237.109;E5782
Service 456HD;10.73.237.110;E5782
Spare HD;10.73.237.111;E5782
Spare SD;10.73.237.108;E5710
