Service 1;10.73.237.161;E5710
Service 2;10.73.237.162;E5710
Service 3;10.73.237.163;E5710
Service 4;10.73.237.164;E5710
Service 5;10.73.237.165;E5710
Service 6;10.73.237.166;E5710
Service 7;10.73.237.167;E5710
Service 123HD;10.73.237.169;E5782
Service 456HD;10.73.237.170;E5782
